id,eventname,location,organization,date,event_details
16565,150 Jahre FF Pang Weinfest,Festzelt am Wasen,,30.04.2023, 
16953,Maibaumaufstellen RIEDERING,RIEDERING,BARBETRIEB,30.04.2023, 
16808,Oldtimerfrühshoppen,Emmering,Maibaumstüberl Emmering,30.04.2023, 
16875,MAIOMAI Die Saison ist vorbei,Woods Bar Bruckmühl,,30.04.2023," MAI OH MAI –  Die Saison ist vorbei.  Liebe Freunde des Sprittempels, alles hat mal ein Ende, deshalb verabschieden wir uns mit einem lauten Knall und einer mächtigen Closing Party in unserer wohl verdiente Sommerpause.  Aber seid nicht traurig! Bald starten wir in unsere BeachBar Saison. Mit Sonne, leckeren Cocktails und live Musik – lasst Euch überraschen.  Haut rein. Wir sehen uns.  Euer Woods Team"
16908,Tanz in den Mai,Eiskeller Aschau,,30.04.2023," Der Eiskeller tanzt in den Mai 🌷  Es ist wieder soweit, die Nacht des Jahres steht unmittelbar bevor. Also rein in die Disco-Tracht um eine weitere schweißtreibende Nacht im Kellergewölbe zu zelebrieren.  Dirndl & Lederhose sind wie jedes Jahr ♥️-lich willkommen. Durch die Nacht dirigieren euch die Kapellmeister Knox & it´s George ©️ • Knox (Eiskeller Resident) • it's George (Volksgarten Wien)  30.04.2023 22 Uhr  Wir freuen uns auf eine weitere legendäre Nacht mit euch !♥️  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club "
16991,Tanz in den Mai,"Chiemseer Wirtshaus, Chieming",GTEV „Chiemseer“ Chieming,30.04.2023, Einlass 18:30 Uhr Beginn 20:00 Uhr Eintritt 8€ Barbetrieb
16986,Maibaumparty Götting,"Götting, Kirchplatz",Trachtenverein Götting,29.04.2023," Bevor am 01. Mai der Maibaum aufgestellt wird, heizt DJ ChrisR in Götting schon mal ordentlich ein! Die Göttinger Aktiven Trachtler laden ein und freuen sich drauf, mit euch zu feiern!"
16874,DoppelDecker Party,Woods Bar Bruckmühl,,29.04.2023," DoppelDecker Party – wir geben nochmal richtig Gas, bevor wir morgen mit unserer Closing Party in die Sommerpause gehen!  Bezahle 1, bekomm 2. Doppelt hält besser…  Und morgen: 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌"
16807,Alles muss raus,Emmering,Maibaumstüberl Emmering,29.04.2023, 
16789,Hüttngaudi,Forstern,Maibaumstüberl Forstern,29.04.2023, 
16778,SSV – Stüberl Schluss Verkauf,Forsting,Maibaumstüberl Forsting,29.04.2023, 
16963,Blaumacher Spezial,Großhelfendorf,,29.04.2023, 
16827,Wattturnier,Niederding,Maibaumstüberl Niederding,29.04.2023, 
16564,150 Jahre FF Pang Kabarett,Festzelt am Wasen,,29.04.2023, 
16721,90er & 2000er Party,Isen,Maibaumstüberl Isen,29.04.2023, 
16751,Madlwach – Aussa mit de Depf,Moosinning,Maibaumstüberl Moosinning,29.04.2023, 
16879,Katz oder Koda – Party,Anzing,Maibaumstüberl Anzing,29.04.2023, Katz oder Koda – Wos nimmst du Heid mit Hoam? Party
16815,Maibaumparty,Eibach,Maibaumstüberl Eibach,29.04.2023, 
16930,Bier & Weinfest,Großholzhausen,TV Großholzhausen,29.04.2023, Im Kreckl Stadl am Schwimmbad
16710,Prall im Stall – Laufstoiparty,Rott am Inn,Dirndl- u. Burschenverein Rott,29.04.2023," Servus liebe Partyfreunde,  am 29.04 findet in Oberlohen in Rott am Inn unsere 🐄 Prall im Stall – Laufstoiparty z'Oberlohen 🐄 statt. 🥳  🕗 ab 20:00 Uhr 🎧 DJ SM 🪩 M7 Veranstaltungstechnik 🍻 70 Meter Bar 🍹 Getränkespecial 📷 Party Fotograf 👯🏼‍♀️ Einlass ab 16 Jahren  Mia gfrein uns auf eich! Eicha Dirndl- und Burschenverein Rott am Inn  Weitere Infos auf Instagram: @dirndlverein_rott @burschenvereinrottaminn"
16538,Bier- & Weinfest,Festwiese Walpertskirchen,,29.04.2023, Ab 19 Uhr Mit der Partyband Boazn Royal Bewirtung durch die KLJB Walpertskirchen
16826,Kannaparty,Niederding,Maibaumstüberl Niederding,28.04.2023, 
16720,Schüd – ei Party,Isen,Maibaumstüberl Isen,28.04.2023, 
16760,Goaß- und Rüscherlparty,Reithofen,Maibaumstüberl Reithofen,28.04.2023, 
16712,Bass-Mass-Party,"Kleinpienzenau, Miesbach",Pienzenauer Plattler,28.04.2023, 
16566,150 Jahre FF Pang Partyabend,Festzelt am Wasen,,28.04.2023, 
16777,Tower Night,Forsting,Maibaumstüberl Forsting,28.04.2023, 
16788,Feierweh goes Mallorca,Forstern,Maibaumstüberl Forstern,28.04.2023, 
16873,Save Water – not Vodka,Woods Bar Bruckmühl,,28.04.2023, Endspurt im Woods!  Save Water – drink Vodka #fridaysfotfuture #oderwieauchimmer  Alle April Partys im Überblick: 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌
16707,Kesselfleischessen,Dorfstadl Prutting,Trachtenverein Prutting,28.04.2023, 
16806,Hau di weg Party,Emmering,Maibaumstüberl Emmering,28.04.2023, 
16878,ScheeOmNei (Live-Band),Anzing,Maibaumstüberl Anzing,28.04.2023, Einlass ab 18 Uhr mit Afterparty.
16918,Don Promillo Wache,Großhelfendorf,,28.04.2023, 
16750,Goaß- und Rüscherlparty,Moosinning,Maibaumstüberl Moosinning,28.04.2023, 
16570,Weinfest KLJB Eiselfing,Eiselfing,KLJB Eiselfing,28.04.2023, 
16814,Bier-Pong Turnier,Eibach,Maibaumstüberl Eibach,28.04.2023, 
16776,Durstiger Donnerstag,Forsting,Maibaumstüberl Forsting,27.04.2023, 
16759,Steckerlfisch essen,Reithofen,Maibaumstüberl Reithofen,27.04.2023, 
16825,Weißbier und Radifest,Niederding,Maibaumstüberl Niederding,27.04.2023, 
16877,Sauf die Hohl,Anzing,Maibaumstüberl Anzing,27.04.2023, Krieger- und Soldatenwache
16805,Boarischer Aufnocht,Emmering,Maibaumstüberl Emmering,27.04.2023, 
16563,150 Jahre FF Pang -Bieranstich,Festzelt am Wasen,,27.04.2023, 
16749,Rave in Tracht,Moosinning,Maibaumstüberl Moosinning,27.04.2023, 
16929,Kesselfleischessen,Großholzhausen,TV Großholzhausen,27.04.2023, 
16725,Goasmaß-Donnerstag,Isen,Maibaumstüberl Isen,27.04.2023, 
16775,Haxn Mittwoch,Forsting,Maibaumstüberl Forsting,26.04.2023, 
16824,Kesselfleischessen,Niederding,Maibaumstüberl Niederding,26.04.2023, 
16748,Rollbratenessen,Moosinning,Maibaumstüberl Moosinning,26.04.2023, 
16758,Hendl grillen,Reithofen,Maibaumstüberl Reithofen,25.04.2023, 
16823,"Genial, Regional, Optimal Wein",Niederding,Maibaumstüberl Niederding,24.04.2023, 
16876,Kesselfleisch Essen,Anzing,Maibaumstüberl Anzing,24.04.2023, Ab 17.30 Uhr
16804,Burger essen,Emmering,Maibaumstüberl Emmering,24.04.2023, 
16747,Kesselfleischessen,Moosinning,Maibaumstüberl Moosinning,24.04.2023, 
16813,Kartler Frühshoppen,Eibach,Maibaumstüberl Eibach,23.04.2023, 
16864,Frühschoppen mit Weisswürscht,Anzing,Maibaumstüberl Anzing,23.04.2023, Frühschoppen mit Weisswürscht ab 10 Uhr
16757,Spansau grillen,Reithofen,Maibaumstüberl Reithofen,23.04.2023, 
16746,Knedlfest,Moosinning,Maibaumstüberl Moosinning,23.04.2023, 
16787,Südtiroler Abend,Forstern,Maibaumstüberl Forstern,23.04.2023, 
16774,Musikalischer Frühshoppen,Forsting,Maibaumstüberl Forsting,23.04.2023, 
16722,Familien – Tag,Isen,Maibaumstüberl Isen,23.04.2023, 
16786,80er Party,Forstern,Maibaumstüberl Forstern,22.04.2023, 
16803,Achtung Wuid Party,Emmering,Maibaumstüberl Emmering,22.04.2023, 
16978,HalliGalli Party,Abersdorf,Container Abersdorf,22.04.2023, 
16745,Bier- und Weinfest,Moosinning,Maibaumstüberl Moosinning,22.04.2023, 
16359,Weinfest Berbling,Berbling bei Bad Aibling,Berblinger Burschen,22.04.2023," 1. Weinfest im Jahr!🎉🎉🎉 Massig Wein🍷, a fetzige Musi🎶und a grouße Bar sorgen wieder für an Haufen Gaudi in da Weinfesthalle Berbling🎉   Reservierungen (nur für Vereine) über Instagram @berblinger.burschen  Da BV Berbling gfreid sich narrisch auf Eich!"
16946,Frau-sucht-Bauer Party,"Moos 2, 83043 Bad Aibling",Burschen Harthausen-Ellmosen,22.04.2023, 
16773,Nacht in Tracht Party,Forsting,Maibaumstüberl Forsting,22.04.2023, 
16812,Weinfest,Eibach,Maibaumstüberl Eibach,22.04.2023, 
16756,Weinfest,Reithofen,Maibaumstüberl Reithofen,22.04.2023, 
16987,Hole in One Party,GC Pfaffing,,22.04.2023, 
16719,Leber duck Di!,Isen,Maibaumstüberl Isen,22.04.2023, 
16914,Houseparty,Großhelfendorf,,22.04.2023, 
16537,Ampelparty,Festwiese Walpertskirchen,,22.04.2023, Am 22.04 ab 20 Uhr  Einlass ab 16 Jahren bis 24 Uhr. Ab 18 bis Veranstaltungsende.
16872,90er & 2000er Party,Woods Bar Bruckmühl,,22.04.2023, Back to the 90s & 2000s! Wolltest du auch immer schon mal eine Zeitreise machen? Dann hast du jetzt die Möglichkeit!  Alle April Partys im Überblick: 28.04. Save Water – drink Vodka 🍸 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌
16822,Saturday Night Fever,Niederding,Maibaumstüberl Niederding,22.04.2023, 
16950,im Keller krachts!! – Techno,Eiskeller Aschau,,22.04.2023," Im Keller krachts …. & zwar ordentlich   Mit unserer neuen Veranstaltungsreihe fusionieren wir die Welt der elektronischen Tanzmusik mit dem klassischen Clubsound auf zwei verschiedenen Räumen. In Raum 1 kommen alle Fans des klassischen Club – Sounds auf ihre Kosten, während … in Raum 2 dich der Techno-Bass lebendig fühlen lässt   Raum 1 by Luis Buchmann Clubsound  Raum 2 by Matyc Techno // Tech-House  22.04.2023 22 Uhr   Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club  #imkellerkrachts #eiskellerclub #chiemgaudisco"
16863,Mistviech oder Drecksau Party,Anzing,Maibaumstüberl Anzing,22.04.2023, 
16985,Maibaumstüberl Rechtmehring,"Antenau 1, 83562 Rechtmehring",,21.04.2023, 
16811,Rehragoutessen,Eibach,Maibaumstüberl Eibach,21.04.2023, 
16802,Gyros Essen,Emmering,Maibaumstüberl Emmering,21.04.2023, 
16785,Stüberlparty,Forstern,Maibaumstüberl Forstern,21.04.2023, 
16862,Apres-Ski Party,Anzing,Maibaumstüberl Anzing,21.04.2023, Im Skioutfit ein Freigetränk.
16718,Wein- und Bierfest,Isen,Maibaumstüberl Isen,21.04.2023, 
16744,Apres Ski Party,Moosinning,Maibaumstüberl Moosinning,21.04.2023, 
16821,Weinfest,Niederding,Maibaumstüberl Niederding,21.04.2023, 
16772,Forsting eskaliert Party,Forsting,Maibaumstüberl Forsting,21.04.2023, 
16871,Schlager Party,Woods Bar Bruckmühl,,21.04.2023, SCHLAGER PARTY im Woods!  Bei uns gibt's Rüscherl für 6€.  Alle April Partys im Überblick: 22.04. 90er – 2000er Party 👯 28.04. Save Water – drink Vodka 🍸 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌
16755,All you can eat Leberkaas,Reithofen,Maibaumstüberl Reithofen,21.04.2023, 
16620,HANGOVER-PARTY BERBLING,Berbling,Burschenverein Berbling,21.04.2023," Die Hangover-Party geht in die 2te Runde!🎉  Dieses Jahr mit den DJ\'s Fandic, Atomix und Chris R. 🎧  Infos – Einlass ab 20 Uhr – Parkplatz Mitterhamerstraße 1 (vor Ortsschild)"
16916,Apresski,Großhelfendorf,,21.04.2023, 
16820,Los Brudalos,Niederding,Maibaumstüberl Niederding,20.04.2023, 
16743,Karaokeabend,Moosinning,Maibaumstüberl Moosinning,20.04.2023, 
16771,Durstiger Donnerstag,Forsting,Maibaumstüberl Forsting,20.04.2023, 
16861,Südtiroler Abend,Anzing,Maibaumstüberl Anzing,20.04.2023," Ab 17.30 Uhr mit Speck, Kaas und Wein"
16801,Rüscherldonnerstag,Emmering,Maibaumstüberl Emmering,20.04.2023, 
16724,Goasmaß-Donnerstag,Isen,Maibaumstüberl Isen,20.04.2023, 
16784,Goasnmaß & Rüscherl Party,Forstern,Maibaumstüberl Forstern,20.04.2023, 
16754,Schnitzel & Cordonbleu,Reithofen,Maibaumstüberl Reithofen,20.04.2023, 
16810,Haisl Stammtisch,Eibach,Maibaumstüberl Eibach,20.04.2023, 
16819,CL Viertelfinale live,Niederding,Maibaumstüberl Niederding,19.04.2023, 
16859,Schnitzel- & Cordonwach,Anzing,Maibaumstüberl Anzing,19.04.2023, Ab 17.30 Uhr
16742,Wattturnier,Moosinning,Maibaumstüberl Moosinning,19.04.2023, 
16741,Elektrikerdienstag,Moosinning,Maibaumstüberl Moosinning,18.04.2023, 
16818,CL Viertelfinale live,Niederding,Maibaumstüberl Niederding,18.04.2023, 
16753,Spareribs essen,Reithofen,Maibaumstüberl Reithofen,18.04.2023, 
16783,Kesselfleischessen,Forstern,Maibaumstüberl Forstern,17.04.2023, 
16858,Blut- & Leberwurst,Anzing,Maibaumstüberl Anzing,17.04.2023, Ab 17.30 Uhr Blut- & Leberwurst.
16740,Maurermontag,Moosinning,Maibaumstüberl Moosinning,17.04.2023, 
16770,Kesselfleisch essen,Forsting,Maibaumstüberl Forsting,17.04.2023, 
16800,Kesselfleischessen,Emmering,Maibaumstüberl Emmering,17.04.2023, 
16769,Musikalischer Frühshoppen,Forsting,Maibaumstüberl Forsting,16.04.2023, 
16886,Abersdorfer Frühshoppen,Abersdorf,Container Abersdorf,16.04.2023, 
16817,Steckerlfischgrillen,Niederding,Maibaumstüberl Niederding,16.04.2023, 
16782,Festsonntag,Forstern,Maibaumstüberl Forstern,16.04.2023, 
16857,Sposau,Anzing,Maibaumstüberl Anzing,16.04.2023, Frühschoppen mit Weisswürscht ab 10 Uhr. Sposau ab 14 Uhr.
16739,Bayrischer Abend,Moosinning,Maibaumstüberl Moosinning,16.04.2023, 
16723,Schafkopfturnier,Isen,Maibaumstüberl Isen,16.04.2023, 
16917,90er Party,Großhelfendorf,,15.04.2023, 
16949,KAMPENWAND PARTY,Eiskeller Aschau,,15.04.2023,
16856,Hau-di-weg Party,Anzing,Maibaumstüberl Anzing,15.04.2023, 
16768,Electric Night,Forsting,Maibaumstüberl Forsting,15.04.2023, 
16717,Oafach Leiwand,Isen,Maibaumstüberl Isen,15.04.2023, 
16799,Irgendwie und Sowieso,Emmering,Maibaumstüberl Emmering,15.04.2023, 
16536,BRAVO – Hits Party,Festwiese Walpertskirchen,,15.04.2023, DJ Simon Gotz Am 15.04 ab 20 Uhr Einlass ab 16 Jahren bis 24 Uhr. Ab 18 bis Veranstaltungsende.
16816,DaBam is Dahoam,Niederding,Maibaumstüberl Niederding,15.04.2023, 
16752,Stüberlauftakt – Knedlfest,Reithofen,Maibaumstüberl Reithofen,15.04.2023, 
16440,Gummibärliparty Wildenwart,Wildenwart,KLJB Wildenwart,15.04.2023, 
16884,Laufstallparty,85625 Baiern,AMC Veranstaltungstechnik,15.04.2023," !!!ENDLICH WIEDER PARTY MIT DE BAIRER!!!  Ja ihr habt‘s richtig gehört! 🔥 Am 15. April sehn wir uns endlich wieder – mit krassen Beats von DJ FANDIC und DJ KISSMACHINE und natürlich anhängerweise Drinks vom Loidl Simon🍹🍻 Und natürlich mit dem interessantesten Laufstall, den die Welt je gesehen hat! 🐮  Dann ab in Kalender, Datum eintragen und am 15.04. mit uns AUSFLIPPEN! 🎉🎉🎉  #wirbairer #laufstallparty #laufstall"
16837,Ring of Fire,Penzberg,,15.04.2023, 
16972,Gießkannenparty,Antenau bei Rechtmehring,DV u. BV Rechtmehring,15.04.2023, 
16870,Desperados Night,Woods Bar Bruckmühl,,15.04.2023," Mal wieder Urlaub nötig, aber nicht das nötige Kleingeld? Dann bringen wir den Urlaub einfach zu dir!  Und das mit unserem Hammerangebot: Deos für 3€  Alle April Partys im Überblick:  21.04. Schlager Party 🎈 22.04. 90er – 2000er Party 👯 28.04. Save Water – drink Vodka 🍸 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌"
16738,90er und Malleparty,Moosinning,Maibaumstüberl Moosinning,15.04.2023, 
16781,Sara Brandhuber,Forstern,Maibaumstüberl Forstern,15.04.2023, 
16855,Gsindl (Live-Band),Anzing,Maibaumstüberl Anzing,14.04.2023, Einlass ab 18 Uhr mit Afterparty
16798,Spareribs essen,Emmering,Maibaumstüberl Emmering,14.04.2023, 
16716,Da Bam kimmt!,Isen,Maibaumstüberl Isen,14.04.2023, 
16966,90er/2000er Party,Neufinsing,Neufinsinger Maibaumstüberl,14.04.2023, Adresse: Am Steinfeld 10 85464 Neufinsing
16780,Weinfest,Forstern,Maibaumstüberl Forstern,14.04.2023, 
16869,April – Birthday Bash,Woods Bar Bruckmühl,,14.04.2023, Du hast im April Geburtstag? Perfekt! Dann bist du bei uns genau richtig.  Denn am 14. April bekommst du bei uns ein Spezial Angebot: 1x Flasche + Beigetränk und das für nur 39€   Alle April Partys im Überblick:  15.04. Despo Night 🍺 21.04. Schlager Party 🎈 22.04. 90er – 2000er Party 👯 28.04. Save Water – drink Vodka 🍸 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌
16919,Goaßn- und Laterndlwach,Großhelfendorf,,14.04.2023, 
16737,1-2-3 Party,Moosinning,Maibaumstüberl Moosinning,14.04.2023, 
16767,Forsting eskaliert Party,Forsting,Maibaumstüberl Forsting,14.04.2023, 
16571,Gäh leck werd des brutal Festl,Frasdorf,D'Alpenschnupfer Priental e.V.,14.04.2023, 
16797,Dirndlwach,Emmering,Maibaumstüberl Emmering,13.04.2023, 
16736,Spareribs,Moosinning,Maibaumstüberl Moosinning,13.04.2023, 
16535,Spritz-Donnerstag,Festwiese Walpertskirchen,,13.04.2023, Ab 19 Uhr Mit verschiedenen Spritzern
16854,Kassler-Burger,Anzing,Maibaumstüberl Anzing,13.04.2023, Ab 17.30 Uhr Kassler-Burger. WARMUP ins Wochenende…
16766,Durstiger Donnerstag,Forsting,Maibaumstüberl Forsting,13.04.2023, 
16779,Der Baum Kommt,Forstern,Maibaumstüberl Forstern,13.04.2023, 
16765,Hendl-Mittwoch,Forsting,Maibaumstüberl Forsting,12.04.2023, 
16853,Kroatischer Abend,Anzing,Maibaumstüberl Anzing,11.04.2023, Ab 17.30 Uhr mit Cevapcici und Slivovitz 🇭🇷
16735,Schafkopfturnier,Moosinning,Maibaumstüberl Moosinning,10.04.2023, 
16796,Frühshoppen,Emmering,Maibaumstüberl Emmering,10.04.2023, 
16852,Kesselfleisch Essen,Anzing,Maibaumstüberl Anzing,10.04.2023, Ab 17.30 Uhr
16714,Weinparty Hittenkirchen,Bernau,FFW Hittenkirchen,09.04.2023, 
16715,Ostertanz,Hirnsberg,GTEV „Edelweiß“ Endorf,09.04.2023, Gasthaus Hilger Um 20 Uhr Eintritt 8€
16847,Frühschoppen mit Weisswürscht,Anzing,Maibaumstüberl Anzing,09.04.2023, Ab 10 Uhr mit Weisswurscht
16547,Ostertanz,Kirchheim bei München,Burschenverein Kirchheim e.V,09.04.2023," OSTERTANZ 2023 ——————- Genießt Ostern bei uns entweder mit unseren Barmädels an der *************************************** -30M-BAR oder lasst es euch an der -LADIES-BAR oder der -BIERSCHÄNKE gut gehen. Selbstverständlich in einer -BEHEITZTEN HALLE *************************************** Einheitzen werden euch wieder -TOIBI 4.7 bis euch dann -INFERNO richtig zum Beben bringt. *************************************** Beendet die Fastenzeit stilvoll mit unseren -3L COCKTAIL-SÄULEN und unseren -BURSCHENBURGERN vom Grill *************************************** Um leidige Fußmärsche zu vermeiden, könnt ihr -PARKEN VOR DEM FESTGELÄNDE oder ihr nutzt unseren -KOSTENLOSEN SHUTTLE-SERVICE aus dem Großraum Kirchheim (nähere Infos folgen) *************************************** Einlass ab 16 Jahren/unter vorbehalt"
16764,"""Dicke Eier"" Party",Forsting,Maibaumstüberl Forsting,09.04.2023, 
16900,90ies – Ostersonntag,Eiskeller Aschau,,09.04.2023," 90ies – Die Kultparty im Eiskeller Aschau!  NUR AM OSTERSONNTAG  Die musikalische Bandbreite der 90er Jahre lässt kaum Wünsche offen und wird von den Kapellmeistern DJ Whity Whiteman und DJ Phil van Cook an diesem Abend präsentiert. Angefangen bei Bands wie Nirvana, Guns'n'Roses und Metallica, über bekannte Boygroups, Robbie Williams und Oasis bis hin zu Eurodanceknallern wie Snap, Culture Beat oder Dr. Alban.  09.04.2023 22 Uhr  90ies at it’s best…don’t miss!!  Reservierungen via direct message oder E-Mail: reservierung@eiskeller.club "
16795,Ostereierparty,Emmering,Maibaumstüberl Emmering,09.04.2023, 
16734,Ostertanz,Moosinning,Maibaumstüberl Moosinning,09.04.2023, 
16951,Ostereiertanz in Wertach,Unterwertach 83620 Feldkirchen,Wertacher Burschen,09.04.2023, 
16534,Easter Räbbit goes 90´s,Festwiese Walpertskirchen,,09.04.2023, Die legendäre Osterparty mit Osterspezial. DJ Simon Gotz  Am 09.04 ab 20 Uhr Einlass ab 16 Jahren bis 24 Uhr. Ab 18 bis Veranstaltungsende.
16846,Hosnjagt Party,Anzing,Maibaumstüberl Anzing,08.04.2023, 
16883,Maibamstüberl Berganger,Berganger,Dorfgemeinschaft Berganger,08.04.2023, 
16733,2000er Disconight,Moosinning,Maibaumstüberl Moosinning,08.04.2023, 
16763,Rüscherl Night,Forsting,Maibaumstüberl Forsting,08.04.2023, 
16868,2010er Party,Woods Bar Bruckmühl,,08.04.2023, Du willst mal wieder richtig zu den Hits der 2010er abtanzen?  Dann komm am 8. April vorbei – wir freuen uns auf Dich!  Alle April Partys im Überblick:  14.04. April Birthday Bash 🎂 15.04. Despo Night 🍺 21.04. Schlager Party 🎈 22.04. 90er – 2000er Party 👯 28.04. Save Water – drink Vodka 🍸 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌
16920,Fette Eier Feier,Großhelfendorf,,08.04.2023, 
16732,Steckerlfisch Essen,Moosinning,Maibaumstüberl Moosinning,07.04.2023, 
16794,Fischessen,Emmering,Maibaumstüberl Emmering,07.04.2023, 
16867,Laterndl Party,Woods Bar Bruckmühl,,07.04.2023," Unser Special heute Abend: Laterndlmaß für 7,50€ 🍺 Also kommt vorbei!  Alle April Partys im Überblick:  07.04. Laterndl Party 🍺 08.04. 2010er Party 👯 14.04. April Birthday Bash 🎂 15.04. Despo Night 🍺 21.04. Schlager Party 🎈 22.04. 90er – 2000er Party 👯 28.04. Save Water – drink Vodka 🍸 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌"
16809,Opening mit Fischessen,Eibach,Maibaumstüberl Eibach,07.04.2023, 
16762,Watt Turnier,Forsting,Maibaumstüberl Forsting,07.04.2023, 
16844,Karfreitag mit Steckerlfisch,Anzing,Maibaumstüberl Anzing,07.04.2023, Karfreitag mit Steckerlfisch Essen ab 11 Uhr
16915,Rüscherl Donnerstag,Großhelfendorf,,06.04.2023, 
16761,Stüberl Opening,Forsting,Maibaumstüberl Forsting,06.04.2023, 
16731,Cuba-Night,Moosinning,Maibaumstüberl Moosinning,06.04.2023, 
16843,Watt-Turnier,Anzing,Maibaumstüberl Anzing,06.04.2023, Ab 17.30 Uhr Anmeldung im Stüberl für das Watt-Turnier
16866,"""kleiner Freitag"" im Woods",Woods Bar Bruckmühl,,06.04.2023, Ostern steht vor der Tür 🐰 und wir haben Bock zu feiern!  Deshalb sperren wir die Tore des Sprittempels sogar am Donnerstag für euch auf! 🥳🕺🏼  Also schaut vorbei an unserem kleinen Freitag und feiert mit uns bis in die Puppen! 🤩  Alle April Partys im Überblick:  07.04. Laterndl Party 🍺 08.04. 2010er Party 👯 14.04. April Birthday Bash 🎂 15.04. Despo Night 🍺 21.04. Schlager Party 🎈 22.04. 90er – 2000er Party 👯 28.04. Save Water – drink Vodka 🍸 29.04. Doppeldecker Party 🥂 30.04. MAI OH MAI – JETZT IS VORBEI … CLOSING PARTY – ALLES MUSS RAUS 🔊❌
16842,Lebakasjunkie,Anzing,Maibaumstüberl Anzing,05.04.2023, Dreierlei Lebakas von der Metzgerei Huber
16730,Giggalgrillen,Moosinning,Maibaumstüberl Moosinning,05.04.2023, 
16729,Weißbier Dienstag,Moosinning,Maibaumstüberl Moosinning,04.04.2023, 
16841,Spareribs Essen,Anzing,Maibaumstüberl Anzing,03.04.2023, Ab 17.30 Uhr
16913,Kesselfleisch,Großhelfendorf,,03.04.2023, 
16728,Kesselfleischessen,Moosinning,Maibaumstüberl Moosinning,03.04.2023, 
16727,Weißwurstfrühshoppen,Moosinning,Maibaumstüberl Moosinning,02.04.2023, 
16840,Maibaum Einholen,Anzing,Maibaumstüberl Anzing,02.04.2023, Ab 11 Uhr wird der Maibaum mit zünftiger Blasmusi ins Stüberl gfahrn. Anschließend gibt‘s an Scheena Steckerlfisch.
16887,HYPED – HEID VOIGAS,Eiskeller Aschau,,01.04.2023," HYPED – HIPHOP ONLY AT EISKELLER   OLDSCHOOL, NEWSCHOOL, R&B, TRAP & INTERNATIONAL Wir spielen an diesem Abend alles aus dem Urban-Bereich was Spaß macht. You'd better be there…  Sound by: KNOX BARRY FAIR  01.04.2023 22:00 Uhr  Reservierungen via Direct Message oder E-Mail: reservierung@eiskeller.club  #HYPED #HIPHOPONLY #CHIEMGAUDISCO #EISKELLERCLUB"
16891,Stüberl Opening Party,"Moos 2, 83043 Bad Aibling",Burschen Harthausen-Ellmosen,01.04.2023, 
16839,Wo bleibt da Baam! Party,Anzing,Maibaumstüberl Anzing,01.04.2023, ab 19 Uhr
16905,Starkbierfest Forsting,Forsting,,01.04.2023, Nach zwei Jahren Pause feiern wir endlich wieder unser legendäres Starkbierfest in unserer griabigen Festhalle 😍  De Graxntaler heizen uns musikalisch ein und unser dunkler Doppelbock sowie viele deftige Schmankerl und Getränke sorgen fürs leibliche Wohl 🍻
16726,Da Bam kimmt,Moosinning,Maibaumstüberl Moosinning,01.04.2023, 
16912,Feuerwehrwach,Großhelfendorf,,01.04.2023, 
16703,Crazy Woods – Wir drehen durch,Woods Bar Bruckmühl,,01.04.2023," Heute begrüßen wir euch wieder zu einem ganz besonderen Abend! Das Woods dreht durch! Ihr fragt euch sicher was das bedeuten soll – wir überlassen die Musik heute Abend ganz euch! Scannt einfach den QR Code ein, der auf den Tischen klebt und schickt euer gewünschtes Lied direkt an den DJ! Wir freuen uns auf eine geile Party mit euch! ❗️  ‼️ Checkliste ‼️ ✅ 01.04.2023 ✅ 🕗21:00 – 🕒04:00 Uhr ✅ 🥃 🥃 ✅👌 beste Belegschaft👌 ✅ 🎧 Bester 🔈 Sound 🔈 ✅ Reservierungen per WhatsApp https://wa.me/4915170166680 📌 wie immer dürfen 20 unter 18-Jährige bis 24.00 Uhr mit uns feiern"
16793,Maibaumeinlagern,Emmering,Maibaumstüberl Emmering,01.04.2023, 
16838,Stüberl-Opening,"85646 Anzing, Parkstr. 70",Burschenverein Anzing,31.03.2023, Stüberl-Opening ab 19 Uhr
